rgm_ppg,n_weeks,avg_weekly_sales,avg_weekly_units,avg_acv,sales_cv,is_new,is_delisted,recent_avg_sales,growth_rate,acv_trend,momentum,mat_growth,seasonality_index,promo_week_share,promo_sales_share,promo_acv_share,promo_lift,promo_visibility_share,price_elasticity,promo_effect_ctrl,avg_price,n_retailers,promo_lift_retailer_cv,acv_retailer_cv,price_elasticity_missing,promo_effect_ctrl_missing,promo_lift_missing,momentum_missing,seasonality_index_missing,promo_visibility_share_missing,mat_growth_missing,promo_lift_retailer_cv_missing,acv_retailer_cv_missing,is_own_manufacturer,subcategory_nm,brand_nm,price_tier,form,benefit_type,product_unit_size,product_pack_size,product_pack_count,product_is_multipack,promo_intensity_effect,dist_trend,peer_correlation_missing,peer_correlation,substitute_correlation_missing,substitute_correlation
PPG_ATTR1_060EEA37 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_026710C4 | PPG_ATTR4_AE186179 | PPG_ATTR5_EB6411FA | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,92,2227.2266304347827,2118.521739130435,6.293861956521739,0.5160316162933668,0,0,3158.4775000000004,0.017398397165994547,0.07084104773207156,1.0535691849249194,1.0535691849249194,0.9437037852894239,0.717391304347826,0.43876296003033405,0.43504473382798314,2.056045473483021,0.3204234696385776,0.353959689020728,0.15923048979718593,1.004763131616648,2,0.039607235952108126,1.1472874980034191,0,0,0,0,0,0,1,0,0,NO,DETERGENT,HASH_026710C4,OTHERS,TABLETS,MULTI BENEFIT,30,30,1,0,0.8014134302517394,0.1085614275475843,1,0.2481722175052244,0,-0.2585196398195791
PPG_ATTR1_28072FCD | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_3450565E | PPG_ATTR4_AE186179 | PPG_ATTR5_5DB9E3DC | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_85054D9E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,32,276.426875,359.1875,0.349015625,1.9151676565501359,0,1,0.48833333333333334,-0.24363518006209198,-0.04948066348973606,0.12208333333333334,0.12208333333333334,5.280545845091185,0.125,0.039392581216855696,0.027385814068907062,12.516626427035987,0.0,0.03488723449312214,0.06789243241780141,0.730734230763656,1,0.0,0.0,0,0,0,0,0,0,1,1,1,NO,DETERGENT,HASH_3450565E,OTHERS,TABLETS,MULTI BENEFIT,24,24,1,0,0.3254900643563566,-0.07609890885869702,1,0.2481722175052244,0,-0.45064609573916536
PPG_ATTR1_4CE7686A | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_16B57C4F | PPG_ATTR4_AE186179 | PPG_ATTR5_16B57C4F | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_8FD1F319 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,388.40656050955414,1036.7388535031846,0.8465140127388535,0.8129042290230528,0,0,479.84999999999997,0.018316377338347456,0.010191131488039499,0.9634268562221527,1.5380774814715796,0.633872686305157,0.34394904458598724,0.1742962384429195,0.1526602070514026,2.5938355916794613,0.0,0.03120889338802646,0.018478134686421677,0.36354838477015744,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_16B57C4F,OTHERS,TABLETS,MONOBENEFIT,26,26,1,0,0.439986511293843,0.015364782177026077,0,0.8337015684608481,0,-0.1036598886530594
PPG_ATTR1_4CE7686A | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_16B57C4F | PPG_ATTR4_AE186179 | PPG_ATTR5_EBBB8723 | PPG_ATTR6_92B72C5A | PPG_ATTR7_A87D5006 | PPG_ATTR8_7FE34FAD | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,1935.6675796178345,1137.6942675159235,1.7611547770700637,0.5262048300625862,0,0,2915.7383333333332,0.011945634726399314,0.009271523018624531,1.0663937861260664,1.4802151973057243,0.6136281398689581,0.7261146496815286,0.2926513032379491,0.2770145337544246,2.2314616481675396,0.0,0.09880183948997368,0.004022112121466054,1.6521539848362843,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_16B57C4F,OTHERS,TABLETS,MONOBENEFIT,70,70,1,0,0.851684965339933,0.020913446684380017,0,0.8337015684608481,0,-0.14081037627046086
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_4FD27A4E | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_83F5974E | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,95306.12072229298,43674.269105732485,68.31784325902335,0.13672943460928424,0,0,94780.05987500002,0.0015366569166857895,0.019886689453751053,0.9113594734106111,0.94844594826483,0.26266529280029427,0.9617834394904459,0.0683639371102269,0.04761887525993257,1.063928238948915,0.284972764900025,2.610599020055055,0.05916311920269335,2.178401406450008,6,0.06364402830779917,0.48138273111641855,0,0,0,0,0,0,0,0,0,NO,CLEANER,HASH_7FC8EF04,CLASSIC,LIQUID,MONOBENEFIT,250,250,1,0,0.6969189359148554,0.10490050895678758,0,0.7824647977693185,0,0.6681347552031359
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_5C2AE06E | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_7410C119 | PPG_ATTR7_164D04A0 | PPG_ATTR8_E7C18669 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,8861.390807006368,8148.025477707007,49.25746698513801,0.1935722959630349,0,0,10135.519166666667,0.0025760334078220805,0.1184324480533038,0.8230072261502869,1.140891312864711,0.47560477559538045,0.7133757961783439,0.061492571332271054,0.05408784290981913,1.1473417333127112,0.2235534463076539,0.31324747887583243,0.07185126195818392,1.0832265900636888,3,0.20084498672904455,0.18487605359236833,0,0,0,0,0,0,0,0,0,NO,FRESHENER,HASH_7FC8EF04,CLASSIC,GEL,MONOBENEFIT,6,6,1,0,0.5451836655659487,0.12672572567558604,0,0.9182301973406963,0,0.5806044559803504
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_5C2AE06E | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_7410C119 | PPG_ATTR7_42E7BE8A | PPG_ATTR8_D2D8BAC9 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,305.37297197452233,890.6034394904458,10.052077707006369,2.696758921751663,0,0,1.2208333333333334,-0.04418362106717884,-0.33043663660776873,0.9227416449365734,0.5371834853388251,3.310697206641072,0.14012738853503184,0.11392004515333126,0.12049998711576138,5.121266399560781,0.11875017573111012,0.15428967008963956,-0.08448095649227143,0.17406187322324274,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,FRESHENER,HASH_7FC8EF04,CLASSIC,GEL,MONOBENEFIT,5,5,1,0,0.25387845904018197,-0.43460516064708427,0,-0.6826344696654599,1,0.090839863111425
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_500D2BD3 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,13482.05755732484,8291.086631847133,37.92343757961783,0.8389794587401039,0,0,19178.085000000003,-0.009136539183554912,0.33439029476429405,1.0903262730152838,69.34750603754507,0.5010766268483744,0.29936305732484075,0.04624757542170732,0.05096338547025775,1.7338614236102778,0.14928310629364658,0.3322758981862955,0.2551387168311631,1.2084473857288316,2,0.5267171141831243,1.4103856758806963,0,0,0,0,0,0,0,0,0,NO,SALT,HASH_7FC8EF04,CLASSIC,GRAN,MONOBENEFIT,2000,2000,1,0,0.30107393237531266,-0.3449156940052748,0,0.12076273673326536,0,-0.5563811815037764
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_8F4004C8 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,113109.1816624204,38133.94267515923,44.872794585987265,0.20286555953009722,0,0,110262.50166666665,-0.001416039771090134,0.11569525347465555,1.0410418560110768,1.0107411226279568,0.29801484461261074,0.3503184713375796,0.05237389199352721,0.05259549791880825,0.9907219717139863,0.16070356235006358,-0.25083131988111873,-0.02706512731907712,2.9887757800529435,2,1.1810056028296114,1.3865065074142162,0,0,0,0,0,0,0,0,0,NO,SALT,HASH_7FC8EF04,CLASSIC,GRAN,MONOBENEFIT,3000,3000,1,0,0.241193347158087,-0.06349671543914802,0,0.94261760183466,1,0.090839863111425
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_8C4F4370 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_BF03469B | PPG_ATTR7_A87D5006 | PPG_ATTR8_BCE14A93 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,61859.9140044586,43739.739044585986,57.066251857749464,0.2366840890631716,0,0,76870.48156666667,0.004307215019526231,0.0814684752654962,1.1609921731141468,1.0444331715622115,0.2324668225280218,0.6624203821656051,0.04361024772190553,0.04513642332392945,1.1527178120672534,0.30521505658544656,1.5733349502072338,0.17274530367862684,1.414193673808987,4,0.21766140444421445,0.619829345710144,0,0,0,0,0,0,0,0,0,NO,SALT,HASH_7FC8EF04,CLASSIC,GRAN,MONOBENEFIT,1000,1000,1,0,0.507898336416895,0.24526878279044395,0,0.7777694908352255,0,0.7558516547653843
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_5918E248 | PPG_ATTR7_164D04A0 | PPG_ATTR8_12E2FBC2 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,164429.58874585986,84012.44481082803,60.0502349522293,0.1097839383835085,0,0,150347.86140833332,0.0002840557066489818,0.08895959774775339,1.0258542520614051,0.9062095431290305,0.10841921343403316,0.9426751592356688,0.0828837914201867,0.07832664226356911,0.9853642465921006,0.33212393224475484,0.5835753899695172,0.0013007626170365993,1.9543298990195033,4,0.042823607742233594,0.6629154312007223,0,0,0,0,0,0,0,0,0,NO,RINSE AID,HASH_7FC8EF04,CLASSIC,LIQUID,MONOBENEFIT,400,400,1,0,0.6464888836526956,0.017055189726470292,0,0.8614275316442956,0,0.27563303289785984
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_5918E248 | PPG_ATTR7_164D04A0 | PPG_ATTR8_E8FEB8CF | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,11424.415031847133,5196.101910828025,49.34766592356688,0.13113630593870945,0,0,10760.91,-0.0007709346990547362,0.04459435511879892,1.0343096314742513,0.9579786308633631,0.23740613726216578,0.12101910828025478,0.004901232203117198,0.004728290221451313,0.986227686345513,0.6178717449880878,-0.7462717629040565,-0.0003184849576838289,2.2123072252252225,2,1.1060934645075169,1.4128104253714668,0,0,0,0,0,0,0,0,0,NO,RINSE AID,HASH_7FC8EF04,CLASSIC,LIQUID,MONOBENEFIT,500,500,1,0,0.08304781458688623,-0.0380291708569405,0,0.6838775584571399,0,0.531628840293371
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_5918E248 | PPG_ATTR7_42E7BE8A | PPG_ATTR8_A2614F5B | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,14470.691189808917,8982.410254777069,93.48201146496815,0.3044411948053825,0,0,9050.950316666665,-0.00636860252654931,-0.049495035320238134,1.008488828513059,0.6730107555090117,0.3493236832840867,0.7515923566878981,0.08245016864012314,0.06891982742824908,0.7968922791543066,0.281172352571666,0.9507291486725838,-0.2771751859003059,1.6027557183642462,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,RINSE AID,HASH_7FC8EF04,CLASSIC,LIQUID,MONOBENEFIT,480,480,1,0,0.4404772103153954,-0.5934620120633817,0,0.38005194247598506,0,0.9797949591734395
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_A20E9B75 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_5918E248 | PPG_ATTR7_A87D5006 | PPG_ATTR8_E8FEB8CF | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,8944.698671974522,4100.985668789809,87.5459101910828,0.14592506069274983,0,0,8739.631666666666,0.00014667885380260343,0.0014237585199608968,1.0530911762854436,0.9205805933520355,0.180575973595935,0.07643312101910828,0.0020984139590069536,0.003510545539829483,0.89176477286625,0.8333333333333334,1.6426935863327037,-0.0656733058251934,2.1740627996073467,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,RINSE AID,HASH_7FC8EF04,CLASSIC,LIQUID,MONOBENEFIT,500,500,1,0,0.04872688935001555,0.012840192092623676,0,0.7294810516874753,0,0.5734259980371855
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_7410C119 | PPG_ATTR7_164D04A0 | PPG_ATTR8_9694550C | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,93,3522.017849462365,1488.258064516129,29.084869892473115,1.1349249902272556,0,1,2.3333333333333335,-0.13721177903062431,-1.0208888678344417,2.3333333333333335,2.3333333333333335,1.4256312037875165,0.3548387096774194,0.10777523565870671,0.1130413223919662,4.174688618482552,0.0,0.1831039952276393,0.05133251255087384,1.9886087102778287,1,0.0,0.0,0,0,0,0,0,0,1,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,GEL,MULTI BENEFIT,720,720,1,0,0.5832764786127576,-3.739716826104005,0,-0.5399886269418891,0,0.1118532443441556
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,29122.985541401278,5749.133757961784,80.41434777070064,0.23619831315032283,0,0,34111.520833333336,0.005615910825196201,0.09274451342417168,1.0905912061216603,1.0357921418463614,0.31265029911796877,0.43312101910828027,0.01072599680906032,0.012195813106105598,1.0440190234454558,0.15150437140522124,1.1692489841845868,-0.007480261154000391,4.968583920509946,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MONOBENEFIT,50,50,1,0,0.30964600375919343,0.4503364617061059,0,0.9528400258735275,0,-0.2980157763148051
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,100,26370.553672000002,9780.079965,5.4164840000000005,0.15277273469958796,0,0,27363.450324999998,0.0032277801883300837,0.007278733873387306,0.9454490047349595,0.9454490047349595,0.29455546487382506,0.59,0.019752591262531243,0.018488538159960922,1.0950657378917235,0.1430493302349378,3.5618328820216885,0.034772919039296246,2.6825847301984203,1,0.0,0.0,0,0,0,0,0,0,1,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,30,30,1,0,0.43635510949674206,0.017455064320525567,0,-0.08194202644646065,0,-0.14767477776100008
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_AA3AF832 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,205761.21363439492,54334.736305732484,82.59340366242039,0.14163381175129278,0,0,215134.53090833334,0.0019396595653156151,-0.021813962192769622,0.9664138837215893,1.0385347849822733,0.13127598117541164,0.7515923566878981,0.17316680867231576,0.13775399332374544,0.9956574188501288,0.3175216392390902,-1.058693852338596,0.0004717747638891545,3.793693377772375,2,0.04623576606928884,0.2240861813124219,0,0,0,0,0,0,0,0,0,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,40,40,1,0,0.5193304233074751,0.1600479163400094,0,0.9855661202650717,0,-0.28946950207811406
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_164D04A0 | PPG_ATTR8_EA2917A9 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,14849.188410828026,5591.3057324840765,73.5140025477707,0.17300827350482484,0,0,17614.518333333337,0.0026368789572236953,0.020641640049863803,1.1420506014975116,1.031799778746406,0.2030791663300366,0.6878980891719745,0.023925973737937714,0.025899967054078803,1.1245108816797267,0.16304833158939794,4.248140979403383,0.006648191091245426,2.643340724275855,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MONOBENEFIT,20,20,1,0,0.5183598285093418,0.19359239854362986,0,0.9323067469181481,0,-0.3596462154156979
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_8CCB97F4 | PPG_ATTR8_028C9CCB | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,83,9224.628795180723,3050.0361445783133,81.06246626506024,0.15293486389077407,0,0,9651.523333333333,0.00256753175411164,0.11966039838797675,1.0771964759471067,1.0771964759471067,0.3447670096933129,0.03614457831325301,0.0018672527324009617,0.0021279278288025318,1.1215990243963652,0.3333333333333333,0.5575539669388652,0.051390359017333465,2.9953134215600534,1,0.0,0.0,0,0,0,0,0,0,1,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,44,44,1,0,0.027186869680697293,0.2078637218928164,0,0.5315440458620148,1,0.090839863111425
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,19584.815222929934,8592.301401273886,31.80036719745223,1.042073358040783,0,0,42.844166666666666,-0.05860007044071927,-0.6830606780927694,0.4671445964854895,0.00559530105357768,0.9142361382526834,0.4713375796178344,0.13502894342330818,0.1516135785681147,5.051831422805089,0.387398747689752,0.5149171098616081,0.4385237316078229,1.3648976884947082,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,30,30,1,0,0.8485777682502699,-1.8109465449846236,0,0.20081020470098007,0,0.5850233118461565
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_A87D5006 | PPG_ATTR8_AA3AF832 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,77255.43033057325,22892.267515923566,73.16294299363058,0.196907451914323,0,0,72837.6475,-0.00146182068635093,0.03319521006084149,0.9706163202932092,1.079170495230287,0.12954262507117062,0.7261146496815286,0.22753816491431322,0.2043283447490853,0.9881341404251214,0.46025338430811025,0.8176743998585777,0.045006758014722176,3.3606573692415753,2,0.024226775256131265,0.05287056455457757,0,0,0,0,0,0,0,0,0,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,40,40,1,0,0.49898350469039376,-0.10687300797315816,0,0.9755635213931615,0,-0.2476523236651586
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_793F866E | PPG_ATTR7_FFFF24AF | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,153,20973.86062745098,4545.261437908497,48.07978039215686,1.035140908481769,0,0,25.389999999999997,-0.07288753098873697,-0.9044849657566368,0.5116372795969772,0.002568783504498947,0.7715202106872137,0.477124183006536,0.13950409335710579,0.13351828992381654,5.899330907276357,0.19086222005556222,0.33331505623937047,0.4338820818706581,2.834169689752911,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS WITH SOLUBLE FILM,MULTI BENEFIT,60,60,1,0,0.9215293065145123,-3.3825875999222768,0,0.35879993492752954,0,0.5993136703789711
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_85D5A5D4 | PPG_ATTR7_42E7BE8A | PPG_ATTR8_BCE14A93 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,3240.854633757962,1863.5398089171974,72.8949694267516,0.16299496888834258,0,0,3864.261666666667,0.002498808049853503,0.05775677503581634,1.0930920496657515,1.1546888629991965,0.17537159642259223,0.12101910828025478,0.0056941124494787184,0.005577123294538945,0.9614197957722432,0.05263157894736842,0.7773227934157557,0.003085995349041859,1.727441850026506,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,POWDER,MONOBENEFIT,1000,1000,1,0,0.08152677283693013,0.18192333519349668,0,0.6882405751167399,0,-0.06578038711098987
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_85D5A5D4 | PPG_ATTR7_A87D5006 | PPG_ATTR8_BCE14A93 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,5709.624904458598,2867.0955414012737,54.76816847133758,0.21170588558581624,0,0,6014.9608333333335,0.003044311370099826,-0.18722335384119243,1.0992539248935727,0.9064370713160412,0.3085434539541676,0.7070063694267515,0.05875766369921064,0.060283568559655956,1.2278007315093187,0.03761048889203803,0.3667314935587471,0.13373133885249233,1.9761928222337697,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,POWDER,MONOBENEFIT,1000,1000,1,0,0.5663226220128357,0.1664780808185846,0,0.9283715563526421,0,-0.3103193472488337
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_3B880000 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,60177.99464713376,14146.375796178343,43.15715732484077,0.2195086835017955,0,0,46896.71083333332,-0.002034376331455241,-0.17703745542331578,1.045332806840953,0.7024423228062557,0.18890948878919528,0.6751592356687898,0.07922301847667337,0.09748753536566293,0.96795751782959,0.2852283805570893,1.3926727381385113,-0.019824847592891492,4.223260204334076,2,0.18334427497874392,0.030520526712793965,0,0,0,0,0,0,0,0,0,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS,MULTI BENEFIT,60,60,1,0,0.45708024499622174,-0.08770871334847645,0,0.7118545115385462,0,0.014584710415230543
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_43CEB958 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,146,9395.57815068493,2313.595890410959,45.14051780821918,1.043319927772358,0,0,4.595,-0.08299000841215795,-0.8939970720985615,1.0196005917159763,0.001292138125655924,1.186933018971982,0.3835616438356164,0.1314656448283005,0.13075940385910828,3.2786404358758374,0.2633951732948378,0.22067741150956383,-0.028057150020623478,2.9040411275275515,1,0.0,0.0,0,0,0,0,0,0,0,1,1,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS,MULTI BENEFIT,50,50,1,0,0.5575587467249276,-3.5988612825467943,0,0.20652544426199043,0,0.4662533058683973
PPG_ATTR1_7FC8EF04 | PPG_ATTR2_2BEF0FAC | PPG_ATTR3_7FC8EF04 | PPG_ATTR4_AE186179 | PPG_ATTR5_7FC8EF04 | PPG_ATTR6_92B72C5A | PPG_ATTR7_164D04A0 | PPG_ATTR8_815FCC11 | PPG_ATTR9_C4CA4238 | PPG_ATTR12_2BEF0FAC,157,47656.076697452234,19530.90286624204,54.7035063871196,0.23867233780762753,0,0,37268.63615,-0.0009721987073127155,-0.06760868385681439,1.106999865258602,0.9227306525508508,0.33550866721406086,0.8853503184713376,0.08560357003930066,0.14037168164968156,1.1170764091477008,0.4028367251995636,1.0122145100294773,0.060110745080875105,2.4147666207350524,3,0.19901791460370075,0.15402597439749316,0,0,0,0,0,0,0,0,0,NO,DETERGENT,HASH_7FC8EF04,OTHERS,TABLETS,MULTI BENEFIT,30,30,1,0,0.6640446863898349,-0.053156842872889534,0,0.7252819874823883,0,0.016942960739609512
